country|dob|hand
INA|27/02/2002|N/A
INA|06/02/1998|N/A
INA|06/02/1999|N/A
INA|28/02/1995|N/A
INA|10/08/1995|N/A
PAN|05/03/2000|N/A
RUS|26/04/1972|N/A
RUS|12/02/1999|N/A
KAZ|17/08/2005|N/A
KAZ|14/08/2004|N/A
RUS|27/01/1999|N/A
IRL|06/01/2002|N/A
GER|18/11/1999|N/A
IRI|01/01/1998|N/A
SWE|29/12/1972|N/A
POL|09/10/1999|N/A
GER|18/11/1967|N/A
TPE|06/10/1965|RightHanded
CHN|19/12/1998|N/A
CAN|10/06/2001|N/A
NZL|29/12/1996|N/A
CHN|16/07/2002|N/A
CHN|13/02/2001|N/A
NZL|07/09/2001|N/A
TPE|N/A|N/A
SRI|29/11/1952|N/A
INA|22/04/2005|N/A
INA|04/08/2003|N/A
INA|21/01/2001|N/A
TUR|08/02/1994|N/A
SWE|08/08/1967|N/A
IRL|24/12/2001|N/A
SLO|30/06/1996|N/A
INA|17/07/2002|N/A
ZIM|25/05/1982|N/A
ZIM|14/08/1978|N/A
POR|02/04/1996|N/A
BRA|22/07/1991|N/A
POR|28/01/2000|N/A
POR|09/09/2001|N/A
POR|05/09/2002|N/A
ARG|17/07/2001|N/A
ESP|03/03/2002|N/A
ESP|23/02/1992|N/A
ESP|24/05/1992|N/A
ESP|10/11/1996|N/A
ESP|28/12/2003|N/A
CUB|01/01/1980|N/A
ESP|08/05/1990|N/A
ESP|13/03/1992|N/A
INA|29/07/2005|N/A
SRI|28/06/1976|N/A
SRI|N/A|N/A
SRI|23/11/1991|N/A
INA|09/10/2001|N/A
SRI|27/04/2000|N/A
SRI|18/10/2001|N/A
SRI|N/A|N/A
INA|07/06/2000|N/A
DEN|10/01/2001|N/A
GER|18/06/1998|N/A
FRA|04/10/1973|N/A
SUI|24/03/1957|N/A
POR|19/02/1998|N/A
BRA|08/07/1998|N/A
POR|07/10/1999|N/A
POR|12/08/2000|N/A
POR|25/01/1995|N/A
POR|09/10/1998|N/A
POR|29/11/1999|N/A
POR|23/01/1996|N/A
RSA|03/05/1951|N/A
POR|22/05/2000|N/A
NCL|18/03/1991|N/A
CUB|20/09/2002|N/A
CUB|06/02/1996|N/A
FRA|15/05/1999|N/A
IRL|21/05/1996|N/A
CHI|18/08/1996|N/A
IRI|N/A|N/A
FIJ|25/08/1995|N/A
INA|04/08/1999|N/A
CZE|23/07/1998|N/A
DEN|21/05/1998|N/A
RSA|12/11/1955|N/A
GER|02/02/1961|N/A
POR|29/09/1999|N/A
POR|09/04/1998|N/A
PUR|19/11/1996|N/A
INA|15/11/1999|N/A
INA|03/01/2002|N/A
INA|16/11/1999|N/A
SVK|N/A|N/A
ROU|14/02/1998|N/A
KAZ|09/09/1993|N/A
UKR|27/05/2001|N/A
BLR|03/12/1997|N/A
POL|01/03/2003|N/A
RUS|13/04/2002|N/A
INA|25/01/2005|N/A
INA|05/12/2001|N/A
SUI|21/02/1997|N/A
SCO|09/06/1997|N/A
AUS|N/A|N/A
AUS|08/02/1991|N/A
SCO|11/01/1994|RightHanded
GER|19/12/1968|N/A
ITA|14/11/2002|N/A
ISL|23/05/1995|N/A
DEN|14/03/1998|N/A
DEN|22/01/1995|N/A
IRL|20/11/1996|N/A
DEN|15/07/1997|N/A
ISL|19/06/1997|N/A
MLT|09/06/1987|N/A
BRA|26/02/1978|N/A
ITA|15/02/1997|N/A
INA|16/12/1986|RightHanded
INA|18/04/2002|N/A
INA|27/02/2004|N/A
ETH|19/04/1988|N/A
INA|29/03/1999|N/A
INA|10/11/2001|N/A
INA|15/11/1998|N/A
INA|25/04/1997|N/A
INA|29/11/1999|N/A
INA|26/09/2001|N/A
INA|18/01/1997|N/A
INA|26/07/1999|N/A
INA|24/07/2004|N/A
INA|02/03/2005|N/A
ENG|16/09/1947|N/A
GER|23/04/2002|N/A
AUT|06/06/1966|N/A
SUI|N/A|N/A
GER|30/03/1999|N/A
GER|04/05/2000|N/A
DEN|29/06/1997|N/A
DEN|23/11/1978|LeftHanded
DEN|09/01/1997|N/A
ETH|27/08/1993|N/A
RUS|13/07/1994|N/A
INA|18/11/2004|N/A
INA|19/01/1995|N/A
INA|15/05/2005|N/A
INA|25/01/2000|N/A
INA|27/12/1998|N/A
INA|28/12/2000|N/A
INA|21/03/1993|N/A
INA|16/11/2002|N/A
GER|29/10/1995|N/A
NOR|25/06/1997|N/A
DEN|11/10/1956|RightHanded
DEN|30/01/1992|N/A
IRL|18/08/1998|N/A
IRL|10/07/2000|N/A
GER|01/03/1994|N/A
TTO|03/11/1994|N/A
FRA|11/01/1959|N/A
DEN|27/08/1999|N/A
DEN|16/03/1997|N/A
DEN|04/07/1996|N/A
SUI|18/12/1979|N/A
CAN|25/02/1993|N/A
DEN|21/12/1996|N/A
SLO|08/09/1992|N/A
SCO|22/03/2002|N/A
INA|22/04/1997|N/A
GUA|01/02/2001|N/A
PER|09/02/2003|N/A
PER|06/07/2001|N/A
CZE|27/04/1987|N/A
DOM|04/08/2000|N/A
ENG|03/09/1952|N/A
GER|06/04/1968|N/A
IRL|15/03/2002|N/A
IRL|12/07/1999|N/A
ENG|17/04/1998|N/A
EGY|31/12/2002|N/A
ITA|22/12/2000|N/A
USA|30/10/1956|N/A
CAN|01/01/1980|N/A
POR|31/08/1999|N/A
SVK|16/08/1995|N/A
LTU|10/12/1997|RightHanded
NZL|10/01/1999|N/A
MAS|16/08/2002|N/A
AUS|08/01/1983|N/A
MAS|04/08/2000|N/A
FIJ|23/12/1999|N/A
FIJ|26/01/2003|N/A
NZL|01/09/1998|N/A
BRA|13/02/1997|N/A
POR|12/03/1998|N/A
SRI|19/10/1995|N/A
WAL|22/02/1993|N/A
FRA|24/03/1992|RightHanded
FRA|15/03/1992|N/A
FRA|31/08/1996|N/A
SWE|28/05/1987|N/A
SGP|12/08/2005|N/A
MAS|25/12/1945|N/A
MAS|24/03/2003|N/A
SGP|22/01/2000|N/A
MRI|29/03/1993|LeftHanded
MAS|08/01/2000|N/A
PUR|09/12/1993|N/A
ENG|02/03/1948|N/A
SWE|27/01/1994|N/A
SWE|15/05/1955|N/A
FIN|08/04/2001|N/A
SWE|17/12/1993|N/A
POR|19/12/1997|N/A
ROU|06/11/1968|N/A
INA|16/10/2003|N/A
POL|19/09/2000|N/A
NOR|20/04/1994|N/A
ENG|04/10/1967|N/A
BAR|25/03/1996|N/A
CAN|07/11/1942|N/A
FRA|08/09/2002|N/A
FRA|28/12/1962|N/A
NZL|06/12/1990|N/A
IRL|01/10/2003|N/A
ENG|N/A|N/A
GRE|20/10/2001|N/A
GER|15/01/1950|N/A
FRA|23/02/1959|N/A
SCO|19/01/1942|RightHanded
JAM|10/05/1985|N/A
ENG|28/09/1957|N/A
PHI|14/01/1998|N/A
MEX|31/03/2002|N/A
ESP|05/05/2002|N/A
MEX|29/08/2004|N/A
MRI|30/01/2004|N/A
FRA|17/05/1990|N/A
SUI|28/03/2002|N/A
POL|02/03/2002|N/A
CZE|12/02/2002|N/A
CYP|14/09/2000|N/A
SLO|12/07/2002|N/A
FRA|26/11/1998|N/A
GER|29/10/1941|N/A
NED|28/02/1992|N/A
AUT|13/02/1990|N/A
NCL|12/02/1986|N/A
CAN|15/10/1945|N/A
VEN|19/11/1998|N/A
VEN|10/02/1995|N/A
SWE|26/05/2001|N/A
ENG|24/10/1979|N/A
ENG|20/02/2002|N/A
MEX|20/08/2003|N/A
ETH|12/08/2000|N/A
BRA|08/04/1995|N/A
USA|20/04/1998|N/A
GER|16/05/1956|N/A
SUI|16/06/1992|N/A
DOM|01/01/1980|N/A
DOM|05/02/1998|N/A
GER|25/04/1956|N/A
GER|08/10/1958|N/A
INA|04/07/2002|N/A
GER|04/12/1957|N/A
DEN|22/03/1999|N/A
SWE|07/12/2001|N/A
ENG|29/06/1998|N/A
CZE|19/09/1999|N/A
INA|30/01/1999|N/A
FRO|27/04/2000|N/A
AUT|05/05/1996|N/A
CZE|15/03/1980|RightHanded
UKR|09/12/2004|N/A
POL|31/12/1999|N/A
AUT|16/08/2001|RightHanded
DEN|28/02/1996|N/A
IRL|09/11/1998|N/A
DEN|11/05/1995|RightHanded
FRA|11/09/1990|N/A
RSA|24/03/1989|RightHanded
RSA|09/06/1963|N/A
USA|07/07/1997|N/A
NZL|04/08/1999|N/A
SIN|27/06/1990|N/A
CHN|02/01/1984|LeftHanded
CHN|17/02/1998|N/A
BAN|29/12/1992|N/A
GER|22/04/1982|RightHanded
FRA|26/11/1979|N/A
SUI|09/11/1965|N/A
CZE|27/10/1999|RightHanded
UKR|21/03/2003|N/A
GUA|03/03/1997|N/A
GUA|03/03/1999|N/A
DEN|10/04/1996|N/A
DEN|23/03/1999|N/A
INA|05/05/2005|N/A
JPN|26/08/1994|N/A
JPN|22/04/2003|N/A
JPN|23/06/1959|N/A
CZE|08/04/2000|N/A
JPN|01/04/1988|N/A
JPN|13/09/2001|N/A
JPN|03/03/1992|RightHanded
JPN|13/04/2000|N/A
JPN|10/06/1993|N/A
JPN|27/01/1954|N/A
JPN|06/05/1993|N/A
IRL|08/12/1999|N/A
JPN|11/10/1998|N/A
CAN|25/02/1996|N/A
ENG|22/03/1998|N/A
AUS|01/10/2001|N/A
DEN|11/08/1993|N/A
TTO|11/08/2000|N/A
SUI|22/07/1997|N/A
SUI|07/05/1996|N/A
CZE|01/07/2003|N/A
JPN|25/03/1946|N/A
JPN|29/08/1950|N/A
IRL|16/05/1997|N/A
DEN|06/11/1994|N/A
DEN|20/12/1948|N/A
SUI|N/A|N/A
CYP|30/05/2005|N/A
IND|27/08/1994|N/A
IND|04/03/1989|N/A
DEN|27/03/1998|N/A
SUI|01/02/1980|N/A
ESP|13/10/1996|N/A
NGR|N/A|RightHanded
GER|20/09/1942|N/A
INA|06/04/2000|N/A
INA|17/03/2001|N/A
POL|17/03/2000|N/A
PHI|07/09/1998|N/A
ZIM|23/09/2000|N/A
IND|26/03/1997|N/A
IND|01/06/1972|N/A
PHI|08/08/1989|N/A
POL|06/08/1999|N/A
IND|17/10/1990|RightHanded
IND|02/10/1999|N/A
BOT|01/01/1995|N/A
ENG|24/08/1958|N/A
FRA|24/04/2001|N/A
UKR|08/10/1997|N/A
MEX|07/08/1996|N/A
MEX|13/08/2002|N/A
HUN|02/12/1997|N/A
POL|02/09/2005|N/A
POL|30/08/1999|N/A
POL|23/05/2004|N/A
IND|26/12/1997|N/A
POL|10/12/1994|N/A
KEN|N/A|N/A
HUN|06/05/1968|N/A
SRI|10/01/1954|N/A
SRI|10/12/1999|N/A
AZE|11/06/1988|N/A
POL|24/03/2001|N/A
MGL|16/02/2001|N/A
CAN|12/06/1999|N/A
CRO|25/05/1997|N/A
RUS|27/01/2002|N/A
ESP|14/04/1996|N/A
RUS|30/09/2003|N/A
FRA|07/04/1998|N/A
INA|02/02/1995|N/A
CRO|26/08/1997|N/A
ESP|29/11/1992|N/A
ARG|16/09/2003|N/A
COL|11/12/2000|N/A
IRL|24/11/1998|N/A
ESP|08/06/1965|N/A
AUT|17/07/1974|N/A
MGL|07/06/2004|N/A
UKR|29/01/1995|N/A
ISR|15/06/1999|N/A
POR|11/12/2001|N/A
GRE|N/A|N/A
NZL|28/02/1999|N/A
ESP|N/A|N/A
ESP|07/10/2001|N/A
NZL|04/06/1991|N/A
ESP|04/02/1993|N/A
UKR|27/08/2001|N/A
SRI|16/05/1971|N/A
EGY|12/08/2003|N/A
COL|24/12/1994|N/A
ESA|09/09/1996|N/A
MAS|25/01/1957|N/A
SGP|04/03/2002|N/A
MAS|N/A|N/A
AUS|31/08/1990|N/A
MAS|10/03/2001|N/A
MGL|09/07/2000|N/A
IND|28/04/1979|N/A
BUL|01/08/2001|N/A
FRA|27/06/2001|N/A
BRA|01/01/1980|N/A
ITA|25/11/2003|N/A
IND|14/01/2004|N/A
NZL|14/03/1994|N/A
BUL|08/04/1962|N/A
KOR|22/06/2001|N/A
KOR|29/06/2004|N/A
FRA|16/03/1998|N/A
IND|24/04/1998|N/A
IND|06/03/1953|N/A
BEN|31/08/2000|N/A
INA|11/02/2000|N/A
UZB|08/09/2003|N/A
UZB|18/10/2003|N/A
GER|10/12/1996|N/A
IRL|N/A|RightHanded
IRL|16/12/1998|N/A
IRL|27/06/1999|N/A
IRL|26/03/2001|N/A
BEN|11/12/1995|N/A
MGL|05/01/2003|N/A
CHN|28/09/1996|N/A
CAN|17/10/1989|RightHanded
CHN|29/09/1998|RightHanded
SCO|14/01/1976|RightHanded
CHN|01/01/1990|N/A
CHN|28/09/1996|N/A
CHN|07/05/1998|N/A
CHN|29/05/1999|N/A
CHN|08/02/1995|N/A
IND|15/03/2000|N/A
UZB|15/08/2006|N/A
DEN|06/04/1942|N/A
DOM|09/10/1998|N/A
MEX|22/07/1998|N/A
TTO|09/10/1986|N/A
GUA|N/A|N/A
ESP|05/07/1970|N/A
COL|16/09/2002|N/A
ESA|28/08/1997|N/A
ESP|11/01/2000|N/A
ESP|16/03/2000|N/A
PER|N/A|N/A
DOM|27/05/1999|N/A
GUA|19/11/1996|N/A
VEN|13/03/1995|N/A
MEX|18/05/2001|N/A
MEX|30/09/1963|N/A
CUB|04/03/2000|N/A
USA|23/02/1955|N/A
AUT|12/03/2002|N/A
PER|09/03/1999|N/A
RUS|14/09/2001|N/A
BUL|22/10/1995|N/A
ENG|01/02/1995|N/A
IND|22/09/1998|N/A
BUL|09/04/2000|N/A
ITA|24/06/1998|RightHanded
UKR|17/08/1992|N/A
ARG|07/04/1985|N/A
ARG|09/09/1991|N/A
WAL|06/08/1984|N/A
ENG|13/02/1995|N/A
COL|10/01/1980|N/A
ENG|05/08/1945|N/A
ENG|05/08/1945|N/A
DOM|20/07/2004|N/A
MEX|10/05/1996|N/A
CAN|14/08/1999|N/A
MEX|12/12/1996|N/A
MEX|01/06/2000|N/A
BAR|10/09/1999|N/A
BEL|14/09/1984|N/A
INA|05/07/2000|N/A
POL|23/06/1942|N/A
SWE|26/06/1971|N/A
THA|28/04/2001|N/A
TUR|23/03/1977|N/A
THA|29/07/1997|N/A
IRL|05/02/1996|N/A
IND|23/05/1969|N/A
GER|17/10/2002|N/A
NEP|18/04/1993|N/A
FRA|03/07/2001|N/A
FRA|26/12/2002|N/A
SUI|17/06/1967|N/A
NZL|26/05/1996|N/A
IRL|06/10/1963|N/A
CAN|01/01/1990|N/A
MRI|17/10/2000|N/A
IND|18/04/1998|N/A
IND|18/11/1993|N/A
IND|07/11/2000|N/A
INA|28/06/2000|N/A
CZE|12/09/1988|RightHanded
FRA|06/07/2002|N/A
AUS|26/09/2000|N/A
GER|14/08/1969|N/A
GGY|03/08/1984|N/A
MAS|02/12/1997|N/A
ESP|14/05/2001|N/A
INA|01/01/1999|N/A
UKR|29/04/1960|N/A
HUN|02/10/1968|RightHanded
ETH|01/01/1980|N/A
LTU|04/04/1995|N/A
SIN|28/02/2002|N/A
BEL|18/11/2003|N/A
ISR|31/01/1982|LeftHanded
INA|27/11/1993|N/A
GER|30/01/1972|RightHanded
DEN|10/09/1964|N/A
GER|29/11/1997|N/A
GER|20/03/2002|N/A
ISR|04/03/2000|N/A
DEN|11/01/1997|RightHanded
TUR|30/01/2003|N/A
CAN|25/01/1997|N/A
MAS|11/06/1997|N/A
MAS|11/06/1997|N/A
REU|30/09/1989|N/A
RSA|19/03/2001|N/A
LUX|19/03/2002|N/A
GER|N/A|N/A
GRE|N/A|RightHanded
IND|13/08/1995|N/A
IND|11/02/2000|N/A
ENG|N/A|N/A
IND|30/05/1970|N/A
IND|08/11/1995|N/A
IND|05/05/1948|N/A
IND|12/04/1963|N/A
GRE|07/11/1994|N/A
BUL|05/02/1965|N/A
BUL|10/12/1996|N/A
IND|27/12/1972|N/A
PHI|30/11/1994|N/A
INA|03/03/2005|N/A
INA|11/02/2005|N/A
GRE|23/11/1998|N/A
BEL|01/04/1999|N/A
SUI|02/08/2001|N/A
SUI|25/03/1999|N/A
GER|26/07/1997|N/A
SVK|15/12/1994|N/A
RUS|14/05/1996|N/A
GER|04/07/2000|N/A
PHI|03/10/2000|N/A
GER|06/04/1941|N/A
GER|04/02/1942|N/A
AUS|12/08/1996|N/A
FRA|14/07/1969|N/A
ESP|06/10/1999|N/A
ETH|01/03/1997|N/A
BUL|N/A|N/A
IRL|20/02/1997|N/A
IRL|31/07/1997|N/A
PHI|02/03/1999|N/A
FRA|02/02/1996|N/A
IRI|22/10/2000|N/A
IND|30/08/1941|N/A
INA|10/09/2002|N/A
INA|05/09/1998|N/A
IRQ|01/01/1996|N/A
AFG|05/05/2001|N/A
ALG|16/03/1997|N/A
IND|11/01/1962|N/A
RUS|13/08/1996|N/A
RUS|08/01/1998|N/A
SEY|20/03/1992|N/A
ROU|17/03/2002|N/A
MAR|N/A|N/A
DEN|08/01/2002|N/A
SWE|23/11/1998|N/A
IND|05/11/1992|N/A
IND|31/01/1996|N/A
IND|13/06/1997|N/A
IND|23/07/1995|N/A
INA|21/03/2002|N/A
AFG|01/01/1980|N/A
LUX|15/09/1995|N/A
IRL|17/02/1997|N/A
AUS|N/A|N/A
ENG|21/03/1944|N/A
FRA|12/01/1999|RightHanded
INA|09/03/1991|N/A
CAN|14/02/1987|N/A
AUT|02/11/1996|RightHanded
SUI|28/05/1996|N/A
ITA|21/03/1999|N/A
COL|30/08/2000|N/A
COL|16/02/2003|N/A
KOR|08/07/1999|N/A
ESP|17/07/1996|N/A
INA|17/10/2002|N/A
FRA|28/04/1951|N/A
AUS|N/A|N/A
ENG|31/03/1994|N/A
ENG|09/04/1969|N/A
BRA|26/07/1999|N/A
IND|25/01/1982|N/A
IND|03/01/1956|N/A
ENG|10/12/1948|N/A
ENG|29/08/1962|N/A
FRA|28/08/1967|N/A
FRA|26/10/1980|N/A
CAN|25/08/1964|N/A
AUS|N/A|RightHanded
SCO|N/A|N/A
BEL|31/03/1987|N/A
ISR|01/01/1991|N/A
KAZ|28/02/2005|N/A
SCO|21/09/1993|RightHanded
USA|20/08/1997|N/A
BRA|25/06/1996|N/A
INA|05/06/1999|N/A
MDA|22/04/2001|N/A
INA|11/05/1996|N/A
INA|27/03/1994|N/A
COL|15/11/1999|N/A
COL|30/05/2002|N/A
CAN|23/02/1994|N/A
POL|23/10/1999|N/A
NEP|26/02/1993|N/A
SUI|20/10/1986|N/A
COL|19/08/2000|N/A
ROU|04/04/1999|N/A
ISL|28/01/1998|N/A
KEN|23/08/1994|N/A
KEN|19/11/1982|N/A
PYF|04/07/1995|N/A
ITA|07/09/2000|N/A
CAN|05/10/1990|RightHanded
PHI|28/02/1998|N/A
DEN|11/05/1950|N/A
GRE|24/12/2004|N/A
RUS|07/07/1987|N/A
RUS|03/02/1995|N/A
RUS|28/12/1998|N/A
GER|15/02/1968|N/A
IRL|N/A|N/A
POL|06/02/1998|N/A
DEN|06/03/1939|N/A
FRA|20/06/1963|N/A
POR|04/07/1975|N/A
UGA|24/08/1988|N/A
FRA|08/09/1973|N/A
ETH|14/08/1985|N/A
BUL|23/03/1997|N/A
RUS|15/04/1998|N/A
GER|02/12/1997|N/A
AUT|04/09/1990|N/A
AUT|28/05/1997|N/A
KOR|15/06/2002|N/A
SGP|23/04/2001|N/A
AUS|11/06/2004|N/A
KOR|28/01/1997|N/A
MAS|18/04/2002|N/A
KOR|27/02/2002|N/A
KOR|21/09/1992|RightHanded
